user_id,movie_id,rating
248,324,4
387,665,2
560,203,4
116,262,3
495,391,3
577,29,3
405,402,3
592,283,4
270,173,5
90,242,4
616,328,3
943,216,4
178,729,4
414,886,4
327,778,3
137,15,4
772,752,3
85,476,3
99,28,3
608,59,5
234,660,4
927,417,4
268,302,5
254,99,3
561,1449,5
1,155,2
343,10,4
535,461,3
229,312,3
277,124,3
346,1135,4
555,265,3
864,56,5
749,1263,2
10,432,4
496,1401,3
301,181,5
125,211,3
689,181,5
406,203,4
416,750,5
833,238,2
908,434,4
288,528,4
332,293,4
709,27,3
881,323,2
741,732,4
406,663,5
606,471,4
327,198,4
331,1,1
387,674,2
834,342,2
774,519,5
804,436,5
653,196,2
151,1,5
758,481,5
308,499,3
60,508,4
339,156,5
276,735,4
28,5,3
715,81,4
612,275,5
7,597,3
708,1054,3
828,895,2
682,8,3
663,174,5
201,303,2
733,279,2
195,809,3
847,1050,3
764,1284,3
334,846,3
703,471,4
450,181,4
822,410,1
342,1008,3
383,736,5
409,204,5
389,401,3
181,819,3
899,229,2
940,751,3
556,493,5
230,491,3
300,328,3
15,9,4
463,1033,2
174,323,1
454,1,3
441,7,4
79,313,2
222,69,5
916,163,3
254,504,3
890,271,3
360,515,4
394,797,3
690,211,3
291,1471,3
244,673,3
606,208,3
639,86,4
450,689,3
565,179,5
735,123,3
5,95,4
326,615,4
854,705,4
573,495,2
436,1058,4
794,847,5
682,317,4
318,869,3
385,403,3
943,239,5
268,99,3
151,847,5
167,726,1
346,4,4
7,530,5
617,446,2
870,736,1
889,11,5
315,93,5
439,300,4
932,1021,4
95,142,4
409,733,4
151,614,4
79,508,3
865,408,5
90,9,4
135,176,4
320,716,1
536,176,3
293,48,5
852,825,3
329,323,2
747,1003,1
401,127,1
6,467,4
749,117,4
854,461,3
663,56,5
723,178,3
851,147,4
350,210,4
24,216,4
276,1210,2
222,426,1
263,69,5
417,1228,2
814,444,2
881,934,3
494,50,5
646,1176,4
429,596,3
668,355,2
890,739,2
489,872,2
417,207,4
194,232,2
447,762,3
48,357,5
840,79,4
266,285,4
716,191,5
18,59,4
361,466,4
313,436,4
660,550,2
452,207,4
709,282,5
297,474,4
343,12,5
327,238,4
16,92,4
160,410,4
7,484,5
878,126,3
368,561,2
922,80,3
418,344,1
432,678,4
592,1,4
650,191,4
455,550,4
748,228,3
380,213,2
130,358,4
158,96,4
13,97,4
232,250,4
239,65,5
889,291,3
303,15,3
445,1010,1
256,1046,4
373,96,4
660,82,2
643,276,5
365,275,4
119,188,4
232,276,5
210,257,5
883,202,4
139,297,5
720,272,4
708,847,3
698,25,2
18,211,5
181,593,1
648,475,1
74,690,4
296,898,4
393,79,4
612,7,3
293,135,5
609,285,5
597,286,3
524,1540,2
885,383,2
763,588,4
872,151,2
109,158,1
926,262,3
524,71,3
666,494,4
293,8,3
